"","ID","Time1","Time2","observe","Attm","success","Group","testVal"
"354","MOR-GGM",0,153,0,0,0,"XMO",0
"355","MOR-GGM",153,284,0,0,0,"XMO",0
"356","MOR-GGM",284,303,0,0,0,"XMO",0
"357","MOR-GGM",303,325,0,1,0,"XMO",0
"358","ORG-YPX",0,153,0,0,0,"CO",0
"359","ORG-YPX",153,284,1,0,0,"CO",0
"360","ORG-YPX",284,303,1,0,0,"CO",0
"361","ORG-YPX",303,325,1,0,0,"CO",0
"362","ORG-YPX",325,343,1,0,0,"CO",0
"363","ORG-YPX",343,386,1,0,0,"CO",0
"364","ORG-YPX",386,388,1,0,0,"CO",0
"365","ORG-YPX",388,396,1,0,0,"CO",0
"366","ORG-YPX",396,399,1,0,0,"CO",0
"367","ORG-YPX",399,402,1,0,0,"CO",0
"368","ORG-YPX",402,410,1,0,0,"CO",0
"369","ORG-YPX",410,417,1,0,0,"CO",0
"370","ORG-YPX",417,461,1,0,0,"CO",0
"371","ORG-YPX",461,481,1,0,0,"CO",0
"372","ORG-YPX",481,484,1,0,0,"CO",0
"373","ORG-YPX",484,485,1,0,0,"CO",0
"374","ORG-YPX",485,495,1,0,0,"CO",0
"375","ORG-YPX",495,499,1,0,0,"CO",0
"376","ORG-YPX",499,534,1,0,0,"CO",0
"377","ORG-YPX",534,571,1,0,0,"CO",0
"378","ORG-YPX",571,576,1,0,0,"CO",0
"379","ORG-YPX",576,750,1,0,0,"CO",0
"380","ORG-YPX",750,760,1,0,0,"CO",0
"381","ORG-YPX",760,769,1,0,0,"CO",0
"382","ORG-YPX",769,773,1,0,0,"CO",0
"383","ORG-YPX",773,797,1,0,0,"CO",0
"384","ORG-YPX",797,817,1,0,0,"CO",0
"385","ORG-YPX",817,821,1,0,0,"CO",0
"386","ORG-YPX",821,829,1,0,0,"CO",0
"387","ORG-YPX",829,839,1,0,0,"CO",0
"388","ORG-YPX",839,851,1,0,0,"CO",0
"389","ORG-YPX",851,874,1,0,0,"CO",0
"390","ORG-YPX",874,893,1,0,0,"CO",0
"391","ORG-YPX",893,917,1,0,0,"CO",0
"392","ORG-YPX",917,934,1,0,0,"CO",0
"393","ORG-YPX",934,938,1,0,0,"CO",0
"394","ORG-YPX",938,971,1,0,0,"CO",0
"395","ORG-YPX",971,987,1,0,0,"CO",0
"396","ORG-YPX",987,1002,1,0,0,"CO",0
"397","ORG-YPX",1002,1003,1,0,0,"CO",0
"398","ORG-YPX",1003,1035,1,0,0,"CO",0
"399","ORG-YPX",1035,1070,1,0,0,"CO",0
"400","ORG-YPX",1070,1085,1,0,0,"CO",0
"401","ORG-YPX",1085,1089,1,0,0,"CO",0
"402","ORG-YPX",1089,1108,1,0,0,"CO",0
"403","ORG-YPX",1108,1112,1,0,0,"CO",0
"404","ORG-YPX",1112,1118,1,0,0,"CO",0
"405","ORG-YPX",1118,1168,1,0,0,"CO",0
"406","ORG-YPX",1168,1172,1,0,0,"CO",0
"407","ORG-YPX",1172,1180,1,0,0,"CO",0
"408","ORG-YPX",1180,1204,1,0,0,"CO",0
"409","ORG-YPX",1204,1290,1,0,0,"CO",0
"410","ORG-YPX",1290,1302,1,0,0,"CO",0
"411","ORG-YPX",1302,1399,1,0,0,"CO",0
"412","ORG-YPX",1399,1427,1,0,0,"CO",0
"413","ORG-YPX",1427,1437,1,0,0,"CO",0
"414","ORG-YPX",1437,1462,1,0,0,"CO",0
"415","ORG-YPX",1462,1481,1,0,0,"CO",0
"416","ORG-YPX",1481,1509,1,0,0,"CO",0
